stage_history_id,opportunity_id,stage_name,entered_at
SH0002122,OPP000386,Closed Lost,2024-10-14
SH0002123,OPP000387,Prospecting,2025-03-10
SH0002124,OPP000387,Discovery,2025-03-17
SH0002125,OPP000387,Demo,2025-03-24
SH0002126,OPP000387,Proposal,2025-03-31
SH0002127,OPP000387,Negotiation,2025-04-07
SH0002128,OPP000387,Closed Lost,2025-04-14
SH0002129,OPP000388,Prospecting,2024-08-16
SH0002130,OPP000388,Discovery,2024-08-28
SH0002131,OPP000388,Demo,2024-09-09
SH0002132,OPP000388,Proposal,2024-09-21
SH0002133,OPP000388,Negotiation,2024-10-03
SH0002134,OPP000388,Closed Won,2024-10-15
SH0002135,OPP000389,Prospecting,2026-04-26
SH0002136,OPP000389,Discovery,2026-05-22
SH0002137,OPP000389,Demo,2026-06-17
SH0002138,OPP000389,Proposal,2026-07-13
SH0002139,OPP000390,Prospecting,2023-03-23
SH0002140,OPP000390,Discovery,2023-03-29
SH0002141,OPP000390,Demo,2023-04-04
SH0002142,OPP000390,Proposal,2023-04-10
SH0002143,OPP000390,Negotiation,2023-04-16
SH0002144,OPP000390,Closed Lost,2023-04-22
SH0002145,OPP000391,Prospecting,2023-12-14
SH0002146,OPP000391,Discovery,2024-01-02
SH0002147,OPP000391,Demo,2024-01-21
SH0002148,OPP000391,Proposal,2024-02-09
SH0002149,OPP000391,Negotiation,2024-02-28
SH0002150,OPP000391,Closed Lost,2024-03-18
SH0002151,OPP000392,Prospecting,2025-07-22
SH0002152,OPP000392,Discovery,2025-08-06
SH0002153,OPP000392,Demo,2025-08-21
SH0002154,OPP000392,Proposal,2025-09-05
SH0002155,OPP000392,Negotiation,2025-09-20
SH0002156,OPP000392,Closed Lost,2025-10-05
SH0002157,OPP000393,Prospecting,2026-03-20
SH0002158,OPP000393,Discovery,2026-03-24
SH0002159,OPP000393,Demo,2026-03-28
SH0002160,OPP000393,Proposal,2026-04-01
SH0002161,OPP000393,Negotiation,2026-04-05
SH0002162,OPP000393,Closed Lost,2026-04-09
SH0002163,OPP000394,Prospecting,2026-04-24
SH0002164,OPP000395,Prospecting,2025-09-12
SH0002165,OPP000395,Discovery,2025-09-25
SH0002166,OPP000395,Demo,2025-10-08
SH0002167,OPP000395,Proposal,2025-10-21
SH0002168,OPP000395,Negotiation,2025-11-03
SH0002169,OPP000395,Closed Won,2025-11-16
SH0002170,OPP000396,Prospecting,2025-09-08
SH0002171,OPP000396,Discovery,2025-09-23
SH0002172,OPP000396,Demo,2025-10-08
SH0002173,OPP000396,Proposal,2025-10-23
SH0002174,OPP000396,Negotiation,2025-11-07
SH0002175,OPP000396,Closed Lost,2025-11-22
SH0002176,OPP000397,Prospecting,2024-04-20
SH0002177,OPP000397,Discovery,2024-05-07
SH0002178,OPP000397,Demo,2024-05-24
SH0002179,OPP000397,Proposal,2024-06-10
SH0002180,OPP000397,Negotiation,2024-06-27
SH0002181,OPP000397,Closed Lost,2024-07-14
SH0002182,OPP000398,Prospecting,2024-03-08
SH0002183,OPP000398,Discovery,2024-03-27
SH0002184,OPP000398,Demo,2024-04-15
SH0002185,OPP000398,Proposal,2024-05-04
SH0002186,OPP000398,Negotiation,2024-05-23
SH0002187,OPP000398,Closed Lost,2024-06-11
SH0002188,OPP000399,Prospecting,2024-11-06
SH0002189,OPP000399,Discovery,2024-11-18
SH0002190,OPP000399,Demo,2024-11-30
SH0002191,OPP000399,Proposal,2024-12-12
SH0002192,OPP000399,Negotiation,2024-12-24
SH0002193,OPP000399,Closed Lost,2025-01-05
SH0002194,OPP000400,Prospecting,2025-12-25
SH0002195,OPP000400,Discovery,2026-01-04
SH0002196,OPP000400,Demo,2026-01-14
SH0002197,OPP000400,Proposal,2026-01-24
SH0002198,OPP000400,Negotiation,2026-02-03
SH0002199,OPP000400,Closed Won,2026-02-13
SH0002200,OPP000401,Prospecting,2025-08-21
SH0002201,OPP000401,Discovery,2025-09-09
SH0002202,OPP000401,Demo,2025-09-28
SH0002203,OPP000401,Proposal,2025-10-17
SH0002204,OPP000401,Negotiation,2025-11-05
SH0002205,OPP000401,Closed Lost,2025-11-24
SH0002206,OPP000402,Prospecting,2025-09-10
SH0002207,OPP000402,Discovery,2025-09-15
SH0002208,OPP000402,Demo,2025-09-20
SH0002209,OPP000402,Proposal,2025-09-25
SH0002210,OPP000402,Negotiation,2025-09-30
SH0002211,OPP000402,Closed Lost,2025-10-05
SH0002212,OPP000403,Prospecting,2024-03-27
SH0002213,OPP000403,Discovery,2024-04-13
SH0002214,OPP000403,Demo,2024-04-30
SH0002215,OPP000403,Proposal,2024-05-17
SH0002216,OPP000403,Negotiation,2024-06-03
SH0002217,OPP000403,Closed Won,2024-06-20
SH0002218,OPP000404,Prospecting,2023-11-07
SH0002219,OPP000404,Discovery,2023-11-16
SH0002220,OPP000404,Demo,2023-11-25
SH0002221,OPP000404,Proposal,2023-12-04
SH0002222,OPP000404,Negotiation,2023-12-13
SH0002223,OPP000404,Closed Won,2023-12-22
SH0002224,OPP000405,Prospecting,2025-01-27
SH0002225,OPP000405,Discovery,2025-02-07
SH0002226,OPP000405,Demo,2025-02-18
SH0002227,OPP000405,Proposal,2025-03-01
SH0002228,OPP000405,Negotiation,2025-03-12
SH0002229,OPP000405,Closed Won,2025-03-23
SH0002230,OPP000406,Prospecting,2025-03-17
SH0002231,OPP000406,Discovery,2025-03-20
SH0002232,OPP000406,Demo,2025-03-23
SH0002233,OPP000406,Proposal,2025-03-26
SH0002234,OPP000406,Negotiation,2025-03-29
SH0002235,OPP000406,Closed Lost,2025-04-01
SH0002236,OPP000407,Prospecting,2024-10-16
SH0002237,OPP000407,Discovery,2024-11-02
SH0002238,OPP000407,Demo,2024-11-19
SH0002239,OPP000407,Proposal,2024-12-06
SH0002240,OPP000407,Negotiation,2024-12-23
SH0002241,OPP000407,Closed Won,2025-01-09
SH0002242,OPP000408,Prospecting,2025-11-03
SH0002243,OPP000408,Discovery,2025-11-13
SH0002244,OPP000408,Demo,2025-11-23
SH0002245,OPP000408,Proposal,2025-12-03
SH0002246,OPP000408,Negotiation,2025-12-13
SH0002247,OPP000408,Closed Lost,2025-12-23
SH0002248,OPP000409,Prospecting,2024-04-17
SH0002249,OPP000409,Demo,2024-05-10
SH0002250,OPP000409,Closed Lost,2024-06-02
SH0002251,OPP000410,Prospecting,2023-08-01
SH0002252,OPP000410,Discovery,2023-08-08
SH0002253,OPP000410,Demo,2023-08-15
SH0002254,OPP000410,Proposal,2023-08-22
SH0002255,OPP000410,Negotiation,2023-08-29
SH0002256,OPP000410,Closed Won,2023-09-05
SH0002257,OPP000411,Prospecting,2024-03-20
SH0002258,OPP000411,Discovery,2024-03-23
SH0002259,OPP000411,Demo,2024-03-26
SH0002260,OPP000411,Proposal,2024-03-29
SH0002261,OPP000411,Negotiation,2024-04-01
SH0002262,OPP000411,Closed Lost,2024-04-04
SH0002263,OPP000412,Prospecting,2024-05-04
SH0002264,OPP000412,Demo,2024-05-12
SH0002265,OPP000412,Closed Won,2024-05-20
SH0002266,OPP000413,Prospecting,2026-05-18
SH0002267,OPP000413,Discovery,2026-06-03
SH0002268,OPP000413,Demo,2026-06-19
SH0002269,OPP000413,Proposal,2026-07-05
SH0002270,OPP000413,Negotiation,2026-07-21
SH0002271,OPP000414,Prospecting,2023-12-19
SH0002272,OPP000414,Discovery,2023-12-25
SH0002273,OPP000414,Demo,2023-12-31
SH0002274,OPP000414,Proposal,2024-01-06
SH0002275,OPP000414,Negotiation,2024-01-12
SH0002276,OPP000414,Closed Won,2024-01-18
SH0002277,OPP000415,Prospecting,2024-01-02
SH0002278,OPP000415,Discovery,2024-01-13
SH0002279,OPP000415,Demo,2024-01-24
SH0002280,OPP000415,Proposal,2024-02-04
SH0002281,OPP000415,Negotiation,2024-02-15
SH0002282,OPP000415,Closed Lost,2024-02-26
SH0002283,OPP000416,Prospecting,2023-08-12
SH0002284,OPP000416,Discovery,2023-08-25
SH0002285,OPP000416,Demo,2023-09-07
SH0002286,OPP000416,Proposal,2023-09-20
SH0002287,OPP000416,Negotiation,2023-10-03
SH0002288,OPP000416,Closed Won,2023-10-16
SH0002289,OPP000417,Prospecting,2025-03-01
SH0002290,OPP000417,Demo,2025-03-08
SH0002291,OPP000417,Closed Lost,2025-03-15
SH0002292,OPP000418,Prospecting,2023-09-10
SH0002293,OPP000418,Discovery,2023-09-17
SH0002294,OPP000418,Demo,2023-09-24
SH0002295,OPP000418,Proposal,2023-10-01
SH0002296,OPP000418,Negotiation,2023-10-08
SH0002297,OPP000418,Closed Won,2023-10-15
SH0002298,OPP000419,Prospecting,2024-12-15
SH0002299,OPP000419,Discovery,2024-12-30
SH0002300,OPP000419,Demo,2025-01-14
SH0002301,OPP000419,Proposal,2025-01-29
SH0002302,OPP000419,Negotiation,2025-02-13
SH0002303,OPP000419,Closed Lost,2025-02-28
SH0002304,OPP000420,Prospecting,2024-04-27
SH0002305,OPP000420,Discovery,2024-05-03
SH0002306,OPP000420,Demo,2024-05-09
SH0002307,OPP000420,Proposal,2024-05-15
SH0002308,OPP000420,Negotiation,2024-05-21
SH0002309,OPP000420,Closed Won,2024-05-27
SH0002310,OPP000421,Prospecting,2025-01-12
SH0002311,OPP000421,Discovery,2025-01-19
SH0002312,OPP000421,Demo,2025-01-26
SH0002313,OPP000421,Proposal,2025-02-02
SH0002314,OPP000421,Negotiation,2025-02-09
SH0002315,OPP000421,Closed Won,2025-02-16
SH0002316,OPP000422,Prospecting,2024-07-17
SH0002317,OPP000422,Discovery,2024-07-28
SH0002318,OPP000422,Demo,2024-08-08
SH0002319,OPP000422,Proposal,2024-08-19
SH0002320,OPP000422,Negotiation,2024-08-30
SH0002321,OPP000422,Closed Won,2024-09-10
SH0002322,OPP000423,Prospecting,2026-02-05
SH0002323,OPP000423,Discovery,2026-02-08
SH0002324,OPP000423,Demo,2026-02-11
SH0002325,OPP000423,Proposal,2026-02-14
SH0002326,OPP000423,Negotiation,2026-02-17
SH0002327,OPP000423,Closed Lost,2026-02-20
SH0002328,OPP000424,Prospecting,2026-05-26
SH0002329,OPP000424,Discovery,2026-06-24
SH0002330,OPP000425,Prospecting,2024-03-26
SH0002331,OPP000425,Discovery,2024-04-13
SH0002332,OPP000425,Demo,2024-05-01
SH0002333,OPP000425,Proposal,2024-05-19
SH0002334,OPP000425,Negotiation,2024-06-06
SH0002335,OPP000425,Closed Lost,2024-06-24
SH0002336,OPP000426,Prospecting,2025-09-11
SH0002337,OPP000426,Discovery,2025-09-30
SH0002338,OPP000426,Demo,2025-10-19
SH0002339,OPP000426,Proposal,2025-11-07
SH0002340,OPP000426,Negotiation,2025-11-26
SH0002341,OPP000426,Closed Lost,2025-12-15
SH0002342,OPP000427,Prospecting,2023-08-06
SH0002343,OPP000427,Discovery,2023-08-23
SH0002344,OPP000427,Demo,2023-09-09
SH0002345,OPP000427,Proposal,2023-09-26
SH0002346,OPP000427,Negotiation,2023-10-13
SH0002347,OPP000427,Closed Lost,2023-10-30
SH0002348,OPP000428,Prospecting,2024-01-11
SH0002349,OPP000428,Discovery,2024-01-25
SH0002350,OPP000428,Demo,2024-02-08
SH0002351,OPP000428,Proposal,2024-02-22
SH0002352,OPP000428,Negotiation,2024-03-07
SH0002353,OPP000428,Closed Won,2024-03-21
SH0002354,OPP000429,Prospecting,2023-11-14
SH0002355,OPP000429,Discovery,2023-11-28
SH0002356,OPP000429,Demo,2023-12-12
SH0002357,OPP000429,Proposal,2023-12-26
SH0002358,OPP000429,Negotiation,2024-01-09
SH0002359,OPP000429,Closed Lost,2024-01-23
SH0002360,OPP000430,Prospecting,2025-08-25
SH0002361,OPP000430,Discovery,2025-08-27
SH0002362,OPP000430,Demo,2025-08-29
SH0002363,OPP000430,Proposal,2025-08-31
SH0002364,OPP000430,Negotiation,2025-09-02
SH0002365,OPP000430,Closed Lost,2025-09-04
SH0002366,OPP000431,Prospecting,2023-12-04
SH0002367,OPP000431,Demo,2023-12-20
SH0002368,OPP000431,Closed Lost,2024-01-05
SH0002369,OPP000432,Prospecting,2023-10-08
SH0002370,OPP000432,Discovery,2023-10-19
SH0002371,OPP000432,Demo,2023-10-30
SH0002372,OPP000432,Proposal,2023-11-10
SH0002373,OPP000432,Negotiation,2023-11-21
SH0002374,OPP000432,Closed Won,2023-12-02
SH0002375,OPP000433,Prospecting,2024-05-28
SH0002376,OPP000433,Discovery,2024-06-04
SH0002377,OPP000433,Demo,2024-06-11
SH0002378,OPP000433,Proposal,2024-06-18
SH0002379,OPP000433,Negotiation,2024-06-25
SH0002380,OPP000433,Closed Lost,2024-07-02
SH0002381,OPP000434,Prospecting,2025-12-26
SH0002382,OPP000434,Discovery,2025-12-28
SH0002383,OPP000434,Demo,2025-12-30
SH0002384,OPP000434,Proposal,2026-01-01
SH0002385,OPP000434,Negotiation,2026-01-03
SH0002386,OPP000434,Closed Won,2026-01-05
SH0002387,OPP000435,Prospecting,2025-03-21
SH0002388,OPP000435,Demo,2025-04-22
SH0002389,OPP000435,Closed Lost,2025-05-24
SH0002390,OPP000436,Prospecting,2024-01-10
SH0002391,OPP000436,Discovery,2024-01-17
SH0002392,OPP000436,Demo,2024-01-24
SH0002393,OPP000436,Proposal,2024-01-31
SH0002394,OPP000436,Negotiation,2024-02-07
SH0002395,OPP000436,Closed Lost,2024-02-14
SH0002396,OPP000437,Prospecting,2025-04-10
SH0002397,OPP000437,Discovery,2025-04-17
SH0002398,OPP000437,Demo,2025-04-24
SH0002399,OPP000437,Proposal,2025-05-01
SH0002400,OPP000437,Negotiation,2025-05-08
SH0002401,OPP000437,Closed Lost,2025-05-15
SH0002402,OPP000438,Prospecting,2025-10-16
SH0002403,OPP000438,Discovery,2025-10-23
SH0002404,OPP000438,Demo,2025-10-30
SH0002405,OPP000438,Proposal,2025-11-06
SH0002406,OPP000438,Negotiation,2025-11-13
SH0002407,OPP000438,Closed Won,2025-11-20
SH0002408,OPP000439,Prospecting,2025-11-25
SH0002409,OPP000439,Discovery,2025-12-03
SH0002410,OPP000439,Demo,2025-12-11
SH0002411,OPP000439,Proposal,2025-12-19
SH0002412,OPP000439,Negotiation,2025-12-27
SH0002413,OPP000439,Closed Won,2026-01-04
SH0002414,OPP000440,Prospecting,2026-06-25
SH0002415,OPP000440,Discovery,2026-07-17
SH0002416,OPP000440,Demo,2026-08-08
SH0002417,OPP000440,Proposal,2026-08-30
SH0002418,OPP000440,Negotiation,2026-09-21
SH0002419,OPP000441,Prospecting,2024-08-24
SH0002420,OPP000441,Discovery,2024-09-03
SH0002421,OPP000441,Demo,2024-09-13
SH0002422,OPP000441,Proposal,2024-09-23
SH0002423,OPP000441,Negotiation,2024-10-03
SH0002424,OPP000441,Closed Lost,2024-10-13
SH0002425,OPP000442,Prospecting,2024-03-01
SH0002426,OPP000442,Demo,2024-04-01
SH0002427,OPP000442,Closed Lost,2024-05-02
SH0002428,OPP000443,Prospecting,2024-10-21
SH0002429,OPP000443,Discovery,2024-10-29
SH0002430,OPP000443,Demo,2024-11-06
SH0002431,OPP000443,Proposal,2024-11-14
SH0002432,OPP000443,Negotiation,2024-11-22
SH0002433,OPP000443,Closed Lost,2024-11-30
SH0002434,OPP000444,Prospecting,2026-05-29
SH0002435,OPP000444,Discovery,2026-06-15
SH0002436,OPP000444,Demo,2026-07-02
SH0002437,OPP000444,Proposal,2026-07-19
SH0002438,OPP000444,Negotiation,2026-08-05
SH0002439,OPP000445,Prospecting,2025-07-11
SH0002440,OPP000445,Discovery,2025-07-24
SH0002441,OPP000445,Demo,2025-08-06
SH0002442,OPP000445,Proposal,2025-08-19
SH0002443,OPP000445,Negotiation,2025-09-01
SH0002444,OPP000445,Closed Won,2025-09-14
SH0002445,OPP000446,Prospecting,2024-11-19
SH0002446,OPP000446,Discovery,2024-11-30
SH0002447,OPP000446,Demo,2024-12-11
SH0002448,OPP000446,Proposal,2024-12-22
SH0002449,OPP000446,Negotiation,2025-01-02
SH0002450,OPP000446,Closed Won,2025-01-13
SH0002451,OPP000447,Prospecting,2023-11-03
SH0002452,OPP000447,Discovery,2023-11-14
SH0002453,OPP000447,Demo,2023-11-25
SH0002454,OPP000447,Proposal,2023-12-06
SH0002455,OPP000447,Negotiation,2023-12-17
SH0002456,OPP000447,Closed Lost,2023-12-28
SH0002457,OPP000448,Prospecting,2024-09-11
SH0002458,OPP000448,Discovery,2024-09-21
SH0002459,OPP000448,Demo,2024-10-01
SH0002460,OPP000448,Proposal,2024-10-11
SH0002461,OPP000448,Negotiation,2024-10-21
SH0002462,OPP000448,Closed Won,2024-10-31
SH0002463,OPP000449,Prospecting,2026-04-16
SH0002464,OPP000449,Discovery,2026-06-13
SH0002465,OPP000450,Prospecting,2023-05-23
SH0002466,OPP000450,Discovery,2023-05-31
SH0002467,OPP000450,Demo,2023-06-08
SH0002468,OPP000450,Proposal,2023-06-16
SH0002469,OPP000450,Negotiation,2023-06-24
SH0002470,OPP000450,Closed Lost,2023-07-02
SH0002471,OPP000451,Prospecting,2026-01-26
SH0002472,OPP000451,Demo,2026-02-03
SH0002473,OPP000451,Closed Won,2026-02-11
SH0002474,OPP000452,Prospecting,2024-09-16
SH0002475,OPP000452,Discovery,2024-10-03
SH0002476,OPP000452,Demo,2024-10-20
SH0002477,OPP000452,Proposal,2024-11-06
SH0002478,OPP000452,Negotiation,2024-11-23
SH0002479,OPP000452,Closed Won,2024-12-10
SH0002480,OPP000453,Prospecting,2025-06-30
SH0002481,OPP000453,Demo,2025-07-08
SH0002482,OPP000453,Closed Lost,2025-07-16
SH0002483,OPP000454,Prospecting,2026-03-22
SH0002484,OPP000454,Discovery,2026-04-25
SH0002485,OPP000454,Demo,2026-05-29
SH0002486,OPP000455,Prospecting,2023-07-09
SH0002487,OPP000455,Discovery,2023-07-17
SH0002488,OPP000455,Demo,2023-07-25
SH0002489,OPP000455,Proposal,2023-08-02
SH0002490,OPP000455,Negotiation,2023-08-10
SH0002491,OPP000455,Closed Lost,2023-08-18
SH0002492,OPP000456,Prospecting,2023-11-30
SH0002493,OPP000456,Discovery,2023-12-09
SH0002494,OPP000456,Demo,2023-12-18
SH0002495,OPP000456,Proposal,2023-12-27
SH0002496,OPP000456,Negotiation,2024-01-05
SH0002497,OPP000456,Closed Lost,2024-01-14
SH0002498,OPP000457,Prospecting,2024-08-22
SH0002499,OPP000457,Discovery,2024-08-24
SH0002500,OPP000457,Demo,2024-08-26
SH0002501,OPP000457,Proposal,2024-08-28
SH0002502,OPP000457,Negotiation,2024-08-30
SH0002503,OPP000457,Closed Lost,2024-09-01
SH0002504,OPP000458,Prospecting,2024-10-01
SH0002505,OPP000458,Discovery,2024-10-18
SH0002506,OPP000458,Demo,2024-11-04
SH0002507,OPP000458,Proposal,2024-11-21
SH0002508,OPP000458,Negotiation,2024-12-08
SH0002509,OPP000458,Closed Won,2024-12-25
SH0002510,OPP000459,Prospecting,2025-12-13
SH0002511,OPP000459,Discovery,2025-12-25
SH0002512,OPP000459,Demo,2026-01-06
SH0002513,OPP000459,Proposal,2026-01-18
SH0002514,OPP000459,Negotiation,2026-01-30
SH0002515,OPP000459,Closed Won,2026-02-11
SH0002516,OPP000460,Prospecting,2024-10-05
SH0002517,OPP000460,Discovery,2024-10-15
SH0002518,OPP000460,Demo,2024-10-25
SH0002519,OPP000460,Proposal,2024-11-04
SH0002520,OPP000460,Negotiation,2024-11-14
SH0002521,OPP000460,Closed Lost,2024-11-24
SH0002522,OPP000461,Prospecting,2024-06-27
SH0002523,OPP000461,Discovery,2024-07-09
SH0002524,OPP000461,Demo,2024-07-21
SH0002525,OPP000461,Proposal,2024-08-02
SH0002526,OPP000461,Negotiation,2024-08-14
SH0002527,OPP000461,Closed Won,2024-08-26
SH0002528,OPP000462,Prospecting,2025-02-22
SH0002529,OPP000462,Discovery,2025-03-10
SH0002530,OPP000462,Demo,2025-03-26
SH0002531,OPP000462,Proposal,2025-04-11
SH0002532,OPP000462,Negotiation,2025-04-27
SH0002533,OPP000462,Closed Won,2025-05-13
SH0002534,OPP000463,Prospecting,2025-02-21
SH0002535,OPP000463,Discovery,2025-03-01
SH0002536,OPP000463,Demo,2025-03-09
SH0002537,OPP000463,Proposal,2025-03-17
SH0002538,OPP000463,Negotiation,2025-03-25
SH0002539,OPP000463,Closed Lost,2025-04-02
SH0002540,OPP000464,Prospecting,2026-01-29
SH0002541,OPP000464,Discovery,2026-02-01
SH0002542,OPP000464,Demo,2026-02-04
SH0002543,OPP000464,Proposal,2026-02-07
SH0002544,OPP000464,Negotiation,2026-02-10
SH0002545,OPP000464,Closed Lost,2026-02-13
SH0002546,OPP000465,Prospecting,2025-07-12
SH0002547,OPP000465,Discovery,2025-07-21
SH0002548,OPP000465,Demo,2025-07-30
SH0002549,OPP000465,Proposal,2025-08-08
SH0002550,OPP000465,Negotiation,2025-08-17
SH0002551,OPP000465,Closed Lost,2025-08-26
SH0002552,OPP000466,Prospecting,2024-07-04
SH0002553,OPP000466,Discovery,2024-07-06
SH0002554,OPP000466,Demo,2024-07-08
SH0002555,OPP000466,Proposal,2024-07-10
SH0002556,OPP000466,Negotiation,2024-07-12
SH0002557,OPP000466,Closed Lost,2024-07-14
SH0002558,OPP000467,Prospecting,2025-03-16
SH0002559,OPP000467,Discovery,2025-03-30
SH0002560,OPP000467,Demo,2025-04-13
SH0002561,OPP000467,Proposal,2025-04-27
SH0002562,OPP000467,Negotiation,2025-05-11
SH0002563,OPP000467,Closed Lost,2025-05-25
SH0002564,OPP000468,Prospecting,2025-11-01
SH0002565,OPP000468,Discovery,2025-11-17
SH0002566,OPP000468,Demo,2025-12-03
SH0002567,OPP000468,Proposal,2025-12-19
SH0002568,OPP000468,Negotiation,2026-01-04
SH0002569,OPP000468,Closed Lost,2026-01-20
SH0002570,OPP000469,Prospecting,2023-03-23
SH0002571,OPP000469,Discovery,2023-03-27
SH0002572,OPP000469,Demo,2023-03-31
SH0002573,OPP000469,Proposal,2023-04-04
SH0002574,OPP000469,Negotiation,2023-04-08
SH0002575,OPP000469,Closed Lost,2023-04-12
SH0002576,OPP000470,Prospecting,2023-11-10
SH0002577,OPP000470,Discovery,2023-11-28
SH0002578,OPP000470,Demo,2023-12-16
SH0002579,OPP000470,Proposal,2024-01-03
SH0002580,OPP000470,Negotiation,2024-01-21
SH0002581,OPP000470,Closed Won,2024-02-08
SH0002582,OPP000471,Prospecting,2023-02-07
SH0002583,OPP000471,Demo,2023-02-17
SH0002584,OPP000471,Closed Won,2023-02-27
SH0002585,OPP000472,Prospecting,2025-01-12
SH0002586,OPP000472,Discovery,2025-01-14
SH0002587,OPP000472,Demo,2025-01-16
SH0002588,OPP000472,Proposal,2025-01-18
SH0002589,OPP000472,Negotiation,2025-01-20
SH0002590,OPP000472,Closed Lost,2025-01-22
SH0002591,OPP000473,Prospecting,2024-01-24
SH0002592,OPP000473,Discovery,2024-02-08
SH0002593,OPP000473,Demo,2024-02-23
SH0002594,OPP000473,Proposal,2024-03-09
SH0002595,OPP000473,Negotiation,2024-03-24
SH0002596,OPP000473,Closed Won,2024-04-08
SH0002597,OPP000474,Prospecting,2024-09-13
SH0002598,OPP000474,Discovery,2024-09-17
SH0002599,OPP000474,Demo,2024-09-21
SH0002600,OPP000474,Proposal,2024-09-25
SH0002601,OPP000474,Negotiation,2024-09-29
SH0002602,OPP000474,Closed Won,2024-10-03
SH0002603,OPP000475,Prospecting,2026-05-08
SH0002604,OPP000475,Discovery,2026-07-03
SH0002605,OPP000476,Prospecting,2025-08-11
SH0002606,OPP000476,Discovery,2025-08-19
SH0002607,OPP000476,Demo,2025-08-27
SH0002608,OPP000476,Proposal,2025-09-04
SH0002609,OPP000476,Negotiation,2025-09-12
SH0002610,OPP000476,Closed Won,2025-09-20
SH0002611,OPP000477,Prospecting,2026-04-02
SH0002612,OPP000477,Demo,2026-04-30
SH0002613,OPP000477,Closed Lost,2026-05-28
SH0002614,OPP000478,Prospecting,2024-06-25
SH0002615,OPP000478,Discovery,2024-07-03
SH0002616,OPP000478,Demo,2024-07-11
SH0002617,OPP000478,Proposal,2024-07-19
SH0002618,OPP000478,Negotiation,2024-07-27
SH0002619,OPP000478,Closed Lost,2024-08-04
SH0002620,OPP000479,Prospecting,2025-02-16
SH0002621,OPP000479,Discovery,2025-02-21
SH0002622,OPP000479,Demo,2025-02-26
SH0002623,OPP000479,Proposal,2025-03-03
SH0002624,OPP000479,Negotiation,2025-03-08
SH0002625,OPP000479,Closed Won,2025-03-13
SH0002626,OPP000480,Prospecting,2025-09-26
SH0002627,OPP000480,Demo,2025-10-19
SH0002628,OPP000480,Closed Won,2025-11-11
SH0002629,OPP000481,Prospecting,2023-06-18
SH0002630,OPP000481,Discovery,2023-06-22
SH0002631,OPP000481,Demo,2023-06-26
SH0002632,OPP000481,Proposal,2023-06-30
SH0002633,OPP000481,Negotiation,2023-07-04
SH0002634,OPP000481,Closed Won,2023-07-08
SH0002635,OPP000482,Prospecting,2026-03-04
SH0002636,OPP000482,Discovery,2026-03-10
SH0002637,OPP000482,Demo,2026-03-16
SH0002638,OPP000482,Proposal,2026-03-22
SH0002639,OPP000482,Negotiation,2026-03-28
SH0002640,OPP000482,Closed Won,2026-04-03
SH0002641,OPP000483,Prospecting,2025-11-27
SH0002642,OPP000483,Discovery,2025-12-02
SH0002643,OPP000483,Demo,2025-12-07
SH0002644,OPP000483,Proposal,2025-12-12
SH0002645,OPP000483,Negotiation,2025-12-17
SH0002646,OPP000483,Closed Lost,2025-12-22
SH0002647,OPP000484,Prospecting,2026-04-13
SH0002648,OPP000484,Discovery,2026-05-06
SH0002649,OPP000484,Demo,2026-05-29
SH0002650,OPP000484,Proposal,2026-06-21
SH0002651,OPP000485,Prospecting,2024-05-05
